ICAO;IATA;AirportName;City;Country;Latitude;Longitude;Altitude
CYZP;YZP;SANDSPIT;SANDSPIT;CANADA;53.25416667;-131.8138889;6.4008
CYZR;YZR;CHRIS HADFIELD;SARNIA;CANADA;42.99944444;-82.30888889;181.0512
CYZT;YZT;PORT HARDY;PORT HARDY;CANADA;50.68055556;-127.3666667;21.6408
CYZU;YZU;WHITECOURT;WHITECOURT;CANADA;54.14388889;-115.7866667;782.4216
CYZV;YZV;SEPT ILES;SEPT-ILES;CANADA;50.22333333;-66.26555556;54.864
CYZW;YZW;TESLIN;TESLIN;CANADA;60.17277778;-132.7427778;705.0024
CYZX;YZX;GREENWOOD;GREENWOOD;CANADA;44.98444444;-64.91694444;28.0416
CZFA;ZFA;FARO;FARO;CANADA;62.2075;-133.3758333;716.5848
CZFM;ZFM;FORT MCPHERSON;FORT MCPHERSON;CANADA;67.40777778;-134.8602778;43.2816
CZNB;N/A;;NORTH BAY;CANADA;0;0;0
CZUE;N/A;;CAPE PARRY;CANADA;0;0;0
DABB;AAE;ANNABA;ANNABA;ALGERIA;36.82222222;7.809166667;4.8768
DABC;CZL;MOHAMED BOUDIAF INTERNATIONAL;CONSTANTINE;ALGERIA;36.27666667;6.623888889;690.372
DABP;N/A;;SKIKDA;ALGERIA;0;0;0
DABS;TEE;CHEIKH LARBI TEBESSI;TEBESSA;ALGERIA;35.43138889;8.120555556;811.0728
DABT;N/A;;BATNA;ALGERIA;0;0;0
DADF;N/A;;DARRA-I-SOOF;AFGHANISTAN;0;0;0
DAFH;HRM;HASSI R MEL;TILREMPT;ALGERIA;32.92972222;3.312222222;774.192
DAFI;N/A;;DJELFA;ALGERIA;0;0;0
DAOB;TID;BOU CHEKIF;TIARET;ALGERIA;35.34111111;1.463055556;989.076
DAOC;CBH;;BECHAR;ALGERIA;0;0;0
DAOE;N/A;BOU SFER;BOU SFER;ALGERIA;35.73527778;-0.805277778;56.9976
DAOF;TIN;TINDOUF;TINDOUF;ALGERIA;27.70027778;-8.166944444;442.8744
DAOI;QAS;ECH CHELIFF;ECH-CHELIFF;ALGERIA;36.2125;1.331666667;141.1224
DAOL;TAF;TAFARAOUI;ORAN;ALGERIA;35.54222222;-0.532222222;111.8616
DAON;TLM;ZENATA;TLEMCEN;ALGERIA;35.01666667;-1.45;248.1072
DAOO;ORN;ES SENIA;ORAN;ALGERIA;35.62361111;-0.621111111;89.916
DAOS;N/A;SIDI BEL ABBES;SIDI BEL ABBES;ALGERIA;35.17166667;-0.593055556;491.9472
DAOV;MUW;GHRISS;GHRISS;ALGERIA;35.2075;0.146944444;513.8928
DASM;N/A;;SAMANGAN;AFGHANISTAN;0;0;0
DATG;INF;;IN GUEZZAM;ALGERIA;0;0;0
DATM;BMW;;BORDJ MOKHTAR;ALGERIA;0;0;0
DAUA;AZR;TOUAT CHEIKH SIDI MOHAMED BELKEBIR;ADRAR;ALGERIA;27.8375;-0.186388889;280.1112
DAUB;BSK;BISKRA;BISKRA;ALGERIA;34.79305556;5.738055556;88.0872
DAUE;ELG;EL GOLEA;EL GOLEA;ALGERIA;30.57111111;2.859444444;398.0688
DAUG;GHA;NOUMERATE;GHARDAIA;ALGERIA;32.38388889;3.793888889;460.8576
DAUH;HME;OUED IRARA;HASSI-MESSAOUD;ALGERIA;31.67277778;6.140277778;141.1224
DAUI;INZ;IN SALAH;IN SALAH;ALGERIA;27.25083333;2.511944444;269.1384
DAUK;TGR;SIDI MAHDI;TOUGGOURT;ALGERIA;33.06777778;6.088611111;85.0392
DAUL;LOO;LAGHOUAT;LAGHOUAT;ALGERIA;33.76388889;2.927222222;765.048
DAUT;TMX;TIMIMOUN;TIMIMOUN;ALGERIA;29.23694444;0.275833333;313.0296
DAUU;OGX;OUARGLA;OUARGLA;ALGERIA;31.91722222;5.412777778;149.9616
DAUZ;IAM;IN AMENAS;ZARZAITINE;ALGERIA;28.05138889;9.642777778;562.9656
DBBB;COO;COTONOU CADJEHOUN;COTONOU;BENIN;6.357222222;2.384166667;5.7912
DBBC;N/A;;CANA;BENIN;0;0;0
DBBD;N/A;;DJOUGOU;BENIN;0;0;0
DBBK;KDC;;KANDI;BENIN;0;0;0
DBBN;NAE;;NATITINGOU;BENIN;0;0;0
DBBO;N/A;;PORGA;BENIN;0;0;0
DBBP;PKO;PARAKOU;PARAKOU;BENIN;9.356944444;2.608888889;385.8768
DBBR;N/A;;BEMBEREKE;BENIN;0;0;0
DBBS;N/A;;SAVE;BENIN;0;0;0
DFCA;N/A;;KAYA;BURKINA FASO;0;0;0
DFCB;N/A;;BARSALOGHO;BURKINA FASO;0;0;0
DFCC;OUG;;OUAHIGOUYA;BURKINA FASO;0;0;0
DFCD;N/A;;DIDYR;BURKINA FASO;0;0;0
DFCE;N/A;;BATIE;BURKINA FASO;0;0;0
DFCG;N/A;;KONGOUSSI;BURKINA FASO;0;0;0
DFCI;N/A;;TITAO;BURKINA FASO;0;0;0
DFCJ;N/A;;DJIBO;BURKINA FASO;0;0;0
DFCK;N/A;;KOUDOUGOU;BURKINA FASO;0;0;0
DFCL;N/A;;LEO;BURKINA FASO;0;0;0
DFCM;N/A;;MANGA;BURKINA FASO;0;0;0
DFCO;N/A;;BOROMO;BURKINA FASO;0;0;0
DFCP;N/A;;PO;BURKINA FASO;0;0;0
DFCR;N/A;;POURA;BURKINA FASO;0;0;0
DFCS;N/A;;SEGUENEGA;BURKINA FASO;0;0;0
DFCT;N/A;;TENADO;BURKINA FASO;0;0;0
DFCU;N/A;;GOURCY;BURKINA FASO;0;0;0
DFCY;N/A;;YAKO;BURKINA FASO;0;0;0
DFEA;N/A;;BOULSA;BURKINA FASO;0;0;0
DFEB;N/A;;BOGANDE;BURKINA FASO;0;0;0
DFEC;N/A;;KOMIN-YANGA;BURKINA FASO;0;0;0
DFED;N/A;;DIAPAGA;BURKINA FASO;0;0;0
DFEE;DOR;;DORI;BURKINA FASO;0;0;0
DFEF;FNG;;FADA N'GOURMA;BURKINA FASO;0;0;0
DFEG;XGG;;GOROM GOROM;BURKINA FASO;0;0;0
DFEK;N/A;;KOUPELA;BURKINA FASO;0;0;0
DFEL;XKA;;KANTCHARI;BURKINA FASO;0;0;0
DFEM;N/A;;TAMBAO;BURKINA FASO;0;0;0
DFEO;N/A;;ZORGO;BURKINA FASO;0;0;0
DFEP;N/A;;PAMA;BURKINA FASO;0;0;0
DFER;N/A;;ARLI;BURKINA FASO;0;0;0
DFES;N/A;;SEBBA;BURKINA FASO;0;0;0
DFET;TEG;;TENKODOGO;BURKINA FASO;0;0;0
DFEY;N/A;;OUARGAYE;BURKINA FASO;0;0;0
DFEZ;N/A;;ZABRE;BURKINA FASO;0;0;0
DFFD;OUA;OUAGADOUGOU;OUAGADOUGOU;BURKINA FASO;12.35305556;-1.512222222;316.0776
DFOA;N/A;;DANO;BURKINA FASO;0;0;0
DFOB;BNR;;BANFORA;BURKINA FASO;0;0;0
DFOD;DGU;;DEDOUGOU;BURKINA FASO;0;0;0
DFOF;N/A;;SAFANE;BURKINA FASO;0;0;0
DFOG;XGA;;AMILCAR CABRAL DE GAQUA;BURKINA FASO;0;0;0
DFOH;N/A;;HOUNDE;BURKINA FASO;0;0;0
DFOL;N/A;;LOUMANA;BURKINA FASO;0;0;0
DFON;XNU;;NOUNA;BURKINA FASO;0;0;0
DFOO;BOY;BOBO DIOULASSO;BOBO-DIOULASSO;BURKINA FASO;11.16;-4.330833333;460.5528
DFOR;N/A;;CORODARA;BURKINA FASO;0;0;0
DFOS;N/A;;SIDERADOUGOU;BURKINA FASO;0;0;0
DFOT;N/A;;TOUGAN;BURKINA FASO;0;0;0
DFOU;N/A;;DIEBOUGOU;BURKINA FASO;0;0;0
DFOY;N/A;;ARIBINDA;BURKINA FASO;0;0;0
DGAD;N/A;;ADA;GHANA;0;0;0
DGAH;N/A;;HO;GHANA;0;0;0
DGAK;N/A;;AKUSE;GHANA;0;0;0
DGAL;N/A;;KETE-KRACHI;GHANA;0;0;0
DGAS;N/A;;SALTPOND;GUYANA;0;0;0
DGAT;N/A;;TEMA;GHANA;0;0;0
DGCY;CKY;;CONAKRY;GHANA;0;0;0
DGKA;N/A;;AKIM ODA;GHANA;0;0;0
DGKK;N/A;;KOFORIDUA;GHANA;0;0;0
DGLB;N/A;;BOLE;GHANA;0;0;0
DGLE;TML;TAMALE;TAMALE;GHANA;9.563333333;-0.863333333;168.5544
DGLN;N/A;;NAVRONGO;GHANA;0;0;0
DGLW;N/A;WA;WA;GHANA;10.0825;-2.5075;323.088
DGLY;N/A;;YENDI;GHANA;0;0;0
DGSB;N/A;;SEFWI-BEKWAI;GHANA;0;0;0
DGSN;NYI;SUNYANI;SUNYANI;GHANA;7.361666667;-2.328611111;309.0672
DGSW;N/A;;WENCHI;CHINA;0;0;0
DGTK;TKD;TAKORADI;TAKORADI;GHANA;4.893333333;-1.775;6.4008
DGTX;N/A;;AXIM;GHANA;0;0;0
DGAA;ACC;KOTOKA INTERNATIONAL;ACCRA;GHANA;5.602777778;-0.168055556;62.484
DIAD;N/A;;ADIAKE;IVORY COAST;0;0;0
DIAE;N/A;;AGBOVILLE;IVORY COAST;0;0;0
DIAO;N/A;;ABOISSO;IVORY COAST;0;0;0
DIAP;ABJ;ABIDJAN FELIX HOUPHOUET BOIGNY INTERNATIONAL;ABIDJAN;IVORY COAST;5.259722222;-3.926388889;6.096
DIAU;OGO;;ABENGOUROU;IVORY COAST;0;0;0
DIBC;N/A;;BOCANDA;IVORY COAST;0;0;0
DIBI;BXI;;BOUNDIALI;IVORY COAST;0;0;0
DIBK;BYK;BOUAKE;BOUAKE;IVORY COAST;7.738611111;-5.073611111;374.904
DIBN;BQO;;BUONA;IVORY COAST;0;0;0
DIBU;BDK;;BONDOUKOU;IVORY COAST;0;0;0
DIDB;N/A;;DABOU;IVORY COAST;0;0;0
DIDK;DIM;;DIMBOKRO;IVORY COAST;0;0;0
DIDL;DJO;DALOA;DALOA;IVORY COAST;6.7925;-6.473055556;250.8504
DIDV;N/A;;DIVO;IVORY COAST;0;0;0
DIFK;N/A;;FERKESSEDOUGOU;IVORY COAST;0;0;0
DIGA;GGN;;GAGNOA;IVORY COAST;0;0;0
DIGL;GGO;;GUIGLO;IVORY COAST;0;0;0
DIGN;BBV;;GRAND BEREBY;IVORY COAST;0;0;0
DIKO;HGO;KORHOGO;KORHOGO;IVORY COAST;9.386944444;-5.556388889;369.7224
DIMN;MJC;MAN;MAN;IVORY COAST;7.271944444;-7.586944444;331.9272
DIOD;KEO;;ODIENNE;IVORY COAST;0;0;0
DIOF;OFI;;OUANGO FITINI;IVORY COAST;0;0;0
DIPG;N/A;;PORT GAUTHIER;IVORY COAST;0;0;0
DISG;SEO;;SEGUELA;IVORY COAST;0;0;0
DISP;SPY;SAN PEDRO;SAN PEDRO;IVORY COAST;4.746666667;-6.660555556;7.9248
DISS;ZSS;;SASSANDRA;IVORY COAST;0;0;0
DITB;TXU;;TABOU;IVORY COAST;0;0;0
DITM;TOZ;;TOUBA;IVORY COAST;0;0;0
DIYO;ASK;YAMOUSSOUKRO;YAMOUSSOUKRO;IVORY COAST;6.903055556;-5.365833333;213.0552
DNAK;AKR;AKURE;AKURE;NIGERIA;7.246666667;5.300833333;335.28
DNBE;BNI;BENIN;BENIN;NIGERIA;6.317222222;5.599444444;78.6384
DNBI;N/A;;BIDA;NIGERIA;0;0;0
DNCA;CBQ;CALABAR;CALABAR;NIGERIA;4.975833333;8.346944444;64.3128
DNEN;ENU;ENUGU;ENUGU;NIGERIA;6.474166667;7.561944444;142.0368
DNGU;QUS;GUSAU;GUSAU;NIGERIA;12.17166667;6.696111111;463.296
DNIB;IBA;IBADAN;IBADAN;NIGERIA;7.362222222;3.978333333;220.98
DNIL;ILR;ILORIN;ILORIN;NIGERIA;8.44;4.493888889;342.9
DNJO;JOS;JOS;JOS;NIGERIA;9.639722222;8.868888889;1289.9136
DNKA;KAD;KADUNA;KADUNA;NIGERIA;10.69583333;7.32;631.8504
DNKN;KAN;KANO MALLAM AMINU INTERNATIONAL;KANO;NIGERIA;12.0475;8.524444444;477.012
DNMA;MIU;MAIDUGURI;MAIDUGURI;NIGERIA;11.85527778;13.08083333;335.8896
DNMK;MDI;MAKURDI;MAKURDI;NIGERIA;7.703611111;8.613888889;113.0808
DNMM;LOS;LAGOS MURTALA MUHAMMED;LAGOS;NIGERIA;6.577222222;3.321111111;41.148
DNMN;MXJ;MINNA NEW;MINNA;NIGERIA;9.651944444;6.462222222;254.2032
DNOS;N/A;;OSHOGBO;NIGERIA;0;0;0
DNPO;PHC;PORT HARCOURT INTERNATIONAL;PORT HARTCOURT;NIGERIA;5.015277778;6.949444444;24.6888
DNSO;SKO;SADIQ ABUBAKAR III INTERNATIONAL;SOKOTO;NIGERIA;12.91611111;5.206944444;306.6288
DNYO;YOL;YOLA;YOLA;NIGERIA;9.260277778;12.42972222;182.5752
DNZA;ZAR;ZARIA;ZARIA;NIGERIA;11.13;7.685555556;655.32
DNAA;ABV;ABUJA NNAMDI AZIKIWE INTERNATIONAL;ABUJA;NIGERIA;9.006666667;7.263055556;342.2904
DRRA;N/A;;TESSAOUA;NIGER;0;0;0
DRRC;N/A;;DOGONDOUTCHI;NIGER;0;0;0
DRRD;N/A;;DOSSO;NIGER;0;0;0
DRRE;N/A;;TERA;NIGER;0;0;0
DRRG;N/A;;GAYA;NIGER;0;0;0
DRRI;N/A;;BILMA;NIGER;0;0;0
DRRL;N/A;;TILABERY;NIGER;0;0;0
DRRM;MFG;MARADI;MARADI;NIGER;13.5025;7.126666667;377.952
DRRN;NIM;DIORI HAMANI;NIAMEY;NIGER;13.48138889;2.183611111;223.1136
DRRP;N/A;;LA TAPOA;NIGER;0;0;0
DRRT;THZ;TAHOUA;TAHOUA;NIGER;14.87555556;5.265277778;385.8768
DRRU;N/A;;OUALLAM;NIGER;0;0;0
DRZA;AJY;MANU DAYAK;AGADEZ;NIGER;16.96472222;7.996944444;505.0536
DRZD;N/A;DIRKOU;DIRKOU;NIGER;18.96861111;12.86861111;388.0104
DRZF;N/A;DIFFA;DIFFA;NIGER;13.37277778;12.62666667;302.9712
DRZG;N/A;;GOURE;NIGER;0;0;0
DRZI;N/A;;IFEROUANE;NIGER;0;0;0
DRZL;N/A;;ARLIT;NIGER;0;0;0
DRZM;N/A;;MAINE-SOROA;NIGER;0;0;0
DRZN;N/A;;N'GUIGMI;NIGER;0;0;0
DRZR;ZND;ZINDER;ZINDER;NIGER;13.77888889;8.983611111;459.9432
DRZT;N/A;TANOUT;TANOUT;NIGER;14.99944444;8.766944444;536.1432
DSGI;KMS;;KUMASI;GHANA;0;0;0
DTMB;MIR;HABIB BOURGUIBA INTERNATIONAL;MONASTIR;TUNISIA;35.75805556;10.75472222;2.7432
DTTA;TUN;CARTHAGE;TUNIS;TUNISIA;36.85083333;10.22694444;6.7056
DTTB;N/A;SIDI AHMED AIR BASE;BIZERTE;TUNISIA;37.24527778;9.791388889;6.096
DTTD;N/A;REMADA;REMADA;TUNISIA;32.30611111;10.38194444;306.0192
DTTF;GAF;GAFSA;GAFSA;TUNISIA;34.42194444;8.8225;323.088
DTTG;GAE;GABES;GABES;TUNISIA;33.87666667;10.10333333;7.9248
DTTI;N/A;BORDJ EL AMRI;BORDJ EL AMRI;TUNISIA;36.72111111;9.943055556;33.528
DTTJ;DJE;ZARZIS;DJERBA;TUNISIA;33.875;10.77527778;5.7912
DTTK;N/A;;KAIROUAN;TUNISIA;0;0;0
DTTL;N/A;;KELIBIA;TUNISIA;0;0;0
DTTN;N/A;;JENDOUBA;TUNISIA;0;0;0
DTTR;EBM;EL BORMA;EL BORMA;TUNISIA;31.70416667;9.254444444;252.0696
DTTX;SFA;THYNA;SFAX;TUNISIA;34.71777778;10.69083333;25.908
DTTZ;TOE;NEFTA;TOZEUR;TUNISIA;33.93972222;8.110555556;87.4776
DXAK;N/A;;ATAKPAME;TOGO;0;0;0
DXBS;N/A;;BASSARI;TOGO;0;0;0
DXDP;N/A;;DAPANGO;TOGO;0;0;0
DXHO;N/A;;HAHOTOE;TOGO;0;0;0
DXKP;N/A;;ANIE;TOGO;0;0;0
DXMG;N/A;;SANSANNE MANGO;TOGO;0;0;0
DXNG;LRL;NIAMTOUGOU;NIATOUGOU;TOGO;9.767222222;1.091111111;461.772
DXSK;N/A;;SOKODE;TOGO;0;0;0
DXTA;N/A;;TABLIGBO;TOGO;0;0;0
DXXX;LFW;LOME TOKOIN;LOME;TOGO;6.165555556;1.253888889;21.6408
DAAB;N/A;BLIDA;BLIDA;ALGERIA;36.50361111;2.814166667;163.068
DAAD;N/A;BOU SAADA;BOU SAADA;ALGERIA;35.3325;4.206388889;459.0288
DAAE;BJA;SOUMMAM;BEJAJA;ALGERIA;36.71194444;5.069722222;6.096
DAAF;N/A;;AOULEF;ALGERIA;0;0;0
DAAG;ALG;HOUARI BOUMEDIENE;ALGIER;ALGERIA;36.69083333;3.215277778;24.9936
DAAJ;DJG;TISKA;DJANET;ALGERIA;24.2925;9.452222222;968.0448
DAAK;N/A;BOUFARIK;BOUFARIK;ALGERIA;36.54583333;2.876111111;102.108
DAAM;N/A;TELERGHMA;TELERGMA;ALGERIA;36.10861111;6.364444444;757.1232
DAAN;N/A;REGGANE;REGGAN;ALGERIA;26.71;0.285555556;291.084
DAAP;VVZ;ILLIZI;ILLIZI;ALGERIA;26.57333333;8.483611111;541.9344
DAAQ;N/A;AIN OUSSERA;AIN OUSSERA;ALGERIA;35.52527778;2.878611111;649.8336
DAAS;GSF;SETIF AIN ARNAT;SETIF;ALGERIA;36.17805556;5.324444444;1024.128
DAAT;TMR;TAMANRASSET;TAMANRASSET;ALGERIA;22.81083333;5.450833333;1377.0864
DAAV;GJL;JIJEL;JIJEL;ALGERIA;36.795;5.873333333;10.0584
DAAW;N/A;;BORDJ OMAR DRISS;ALGERIA;0;0;0
DAAX;N/A;;CHERAGAS;ALGERIA;0;0;0
DAAY;N/A;MECHERIA;MECHERIA;ALGERIA;33.53583333;-0.242222222;1175.004
DAAZ;N/A;RELIZANE;RELIZANE;ALGERIA;35.75222222;0.626111111;85.9536
EBAM;N/A;;AMOUGIES;BELGIUM;0;0;0
EBAW;ANR;DEURNE;ANTWERP;BELGIUM;51.19;4.462777778;11.8872
EBBE;N/A;BEAUVECHAIN;BEAUVECHAIN;BELGIUM;50.75861111;4.768333333;112.776
EBBL;N/A;KLEINE BROGEL;KLEINE BROGEL;BELGIUM;51.16777778;5.470833333;60.96
EBBR;BRU;BRUSSELS NATL;BRUSSELS;BELGIUM;50.90222222;4.498611111;56.0832
EBBT;N/A;BRAASCHAAT;BRASSCHAAT;BELGIUM;51.33333333;4.5;21.336
EBBX;N/A;BERTRIX JEHONVILLE;BERTRIX;BELGIUM;49.88722222;5.228611111;461.4672
EBCI;CRL;BRUSSELS SOUTH;CHARLEROI;BELGIUM;50.45916667;4.453611111;187.1472
EBCV;N/A;CHIEVRES AB;CHIEVRES;BELGIUM;50.57583333;3.830833333;60.96
EBFN;N/A;KOKSIJDE;KOKSIJDE;BELGIUM;51.09;2.652777778;6.096
EBFS;N/A;FLORENNES;FLORENNES;BELGIUM;50.24361111;4.648611111;284.988
EBGB;N/A;;BRUSSELS;BELGIUM;0;0;0
EBGL;N/A;;GLONS;BELGIUM;0;0;0
EBHN;N/A;;HOEVENEN;BELGIUM;0;0;0
EBKH;N/A;;BALEN;BELGIUM;0;0;0
EBKT;QKT;WEVELGEM;KORTRIJK-VEVELGEM;BELGIUM;50.81777778;3.208333333;18.8976
EBLB;N/A;;ELSENBORN;BELGIUM;0;0;0
EBLG;LGG;LIEGE;LIEGE;BELGIUM;50.63722222;5.443055556;200.8632
EBMB;N/A;;MELSBROEK;BELGIUM;0;0;0
EBMO;N/A;;MOORSELE;BELGIUM;0;0;0
EBMT;N/A;;MUNTE;BELGIUM;0;0;0
EBNM;N/A;;NAMUR-SUARLEE;BELGIUM;0;0;0
EBOS;OST;OOSTENDE;OSTEND;BELGIUM;51.19888889;2.862222222;3.9624
EBSH;N/A;;ST.-HUBERT;BELGIUM;0;0;0
EBSL;N/A;ZUTENDAAL;ZUTENDAAL;BELGIUM;50.94833333;5.591666667;95.0976
EBSP;N/A;;SPA;BELGIUM;0;0;0
EBST;N/A;ST TRUIDEN;SINT-TRUIDEN;BELGIUM;50.78833333;5.192777778;74.9808
EBSU;N/A;;ST.-HUBERT;BELGIUM;0;0;0
EBSZ;N/A;;SEMMERZAKE;BELGIUM;0;0;0
EBTN;N/A;;GOETSENHOVE;BELGIUM;0;0;0
EBTX;N/A;;THEUX-VERVIERS;BELGIUM;0;0;0
EBTY;N/A;;TOURNAY;BELGIUM;0;0;0
EBUL;N/A;URSEL;URSEL;BELGIUM;51.14388889;3.474166667;28.956
EBWE;N/A;WEELDE;WEELDE;BELGIUM;51.395;4.960555556;32.004
EBZH;N/A;;HASSELT;BELGIUM;0;0;0
EBZR;N/A;ZOERSEL;ZOERSEL;BELGIUM;51.26555556;4.754722222;16.1544
EBZW;N/A;;GENK;BELGIUM;0;0;0
EDAB;BBJ;BAUTZEN;BAUTZEN;GERMANY;51.19333333;14.51972222;173.1264
EDAC;AOC;ALTENBURG NOBITZ;ALTENBURG;GERMANY;50.98166667;12.50611111;195.072
EDAD;N/A;DESSAU;DESSAU;GERMANY;51.83194444;12.18583333;56.9976
EDAE;N/A;EISENHUTTENSTADT;EISENHUETTENSTADT;GERMANY;52.19722222;14.58555556;45.4152
EDAF;N/A;;FRANKFURT;GERMANY;0;0;0
EDAG;N/A;;GROSSRUECKERSWALDE;GERMANY;0;0;0
EDAH;N/A;HERINGSDORF;HERINGSDORF;GERMANY;53.87861111;14.15222222;28.3464
EDAJ;N/A;;GERA;GERMANY;0;0;0
EDAK;N/A;GROSSENHAIN;SUHL;GERMANY;51.30805556;13.55472222;127.1016
EDAL;N/A;;FUERSTWALDE;GERMANY;0;0;0
EDAM;N/A;MERSEBURG;MUEHLHAUSEN;GERMANY;51.36277778;11.94083333;103.632
EDAN;N/A;;NEUSTADT;GERMANY;0;0;0
EDAO;N/A;;NORDHAUSEN;GERMANY;0;0;0
EDAP;N/A;;NEUHAUSEN;GERMANY;0;0;0
EDAQ;N/A;HALLE OPPIN;HALLE;GERMANY;51.55194444;12.0525;105.7656
EDAR;N/A;;PIRNA;GERMANY;0;0;0
EDAT;N/A;;NARDT;GERMANY;0;0;0
EDAU;N/A;RIESA GOHLIS;RIESA;GERMANY;51.29444444;13.35888889;98.1456
EDAW;N/A;;ROITZSCHJORA;GERMANY;0;0;0
EDAX;N/A;RECHLIN LARZ;RECHLIN-LAERZ;GERMANY;53.30638889;12.75305556;67.056
EDAY;N/A;STRAUSBERG;STRAUSBERG;GERMANY;52.57972222;13.91555556;80.1624
EDAZ;N/A;SCHONHAGEN;SCHOENHAGEN;GERMANY;52.20333333;13.15861111;39.9288
EDBA;N/A;;ALKERSLEBEN;GERMANY;0;0;0
EDBB;N/A;;BERLIN ACC/FIC;GERMANY;0;0;0
EDBC;N/A;COCHSTEDT SCHNEIDLINGEN;COCHSTEDT;GERMANY;51.85583333;11.41805556;181.6608
EDBD;N/A;;DEDELOW;GERMANY;0;0;0
EDBF;N/A;;FEHRBELLIN;GERMANY;0;0;0
EDBG;GWW;GOLDSBORO WAYNE MUNI;GOTHA OST;GERMANY;35.46055556;-77.96472222;40.8432
EDBH;N/A;BARTH;BARTH;GERMANY;54.33805556;12.71;7.0104
EDBI;N/A;;ZWICKAU;GERMANY;0;0;0
EDBJ;N/A;JENA SCHONGLEINA;JENA;GERMANY;50.91722222;11.71361111;37.4904
EDBK;N/A;KYRITZ;KYRITZ;GERMANY;52.91861111;12.42527778;39.624
EDBL;N/A;;BAD LANGENSALZA;GERMANY;0;0;0
EDBM;N/A;MAGDEBURG;MAGDEBURG;GERMANY;52.07361111;11.62638889;81.3816
EDBN;N/A;BRANDIS WALDPOLENZ;NEUBRANDENBURG;GERMANY;51.32805556;12.65666667;163.068
EDBO;N/A;;OEHNA;GERMANY;0;0;0
EDBP;N/A;;SCHWERIN;GERMANY;0;0;0
EDBR;N/A;ROTHENBURG GORLITZ;ROTHENBURG/OL;GERMANY;51.36444444;14.95194444;157.5816
EDBS;N/A;;SOEMMERDA;GERMANY;0;0;0
EDBX;N/A;;GOERLITZ;GERMANY;0;0;0
EDCA;N/A;ANKLAM;ANKLAM;GERMANY;53.8325;13.66888889;5.4864
EDCB;N/A;;BALLENSTEDT;GERMANY;0;0;0
EDCD;N/A;COTTBUS DREWITZ;COTTBUS;GERMANY;51.88944444;14.53166667;83.5152
EDCE;N/A;;EGGERSDORF;GERMANY;0;0;0
EDCF;N/A;;FRIEDERSDORF;GERMANY;0;0;0
EDCG;N/A;;GUETTIN;GERMANY;0;0;0
EDCI;N/A;;KLIX;GERMANY;0;0;0
EDCJ;N/A;;CHEMNITZ;GERMANY;0;0;0
EDCK;N/A;KOTHEN;KOETHEN;GERMANY;51.72111111;11.96166667;92.6592
EDCM;N/A;KAMENZ;KAMENZ;GERMANY;51.29611111;14.12888889;150.876
EDCN;N/A;;NAUEN;GERMANY;0;0;0
EDCQ;N/A;;ASCHERSLEBEN;GERMANY;0;0;0
EDCR;N/A;;RERIK;GERMANY;0;0;0
EDCS;N/A;;SAARMUND;GERMANY;0;0;0
EDCU;N/A;;GUESTROW;GERMANY;0;0;0
EDCV;N/A;;PASEWALK;GERMANY;0;0;0
EDCW;N/A;;WISMAR;GERMANY;0;0;0
EDCX;N/A;;PURKSHOF;GERMANY;0;0;0
EDDB;SXF;SCHONEFELD;BERLIN;GERMANY;52.38;13.5225;47.8536
EDDC;DRS;DRESDEN;DRESDEN;GERMANY;51.1325;13.76694444;230.124
EDDD;N/A;;FRANKFURT;GERMANY;0;0;0
EDDE;ERF;ERFURT;ERFURT;GERMANY;50.98;10.95805556;315.1632
EDDF;FRA;FRANKFURT MAIN;FRANKFURT;GERMANY;50.02638889;8.543055556;110.9472
EDDG;FMO;MUNSTER OSNABRUCK;MUENSTER/OSNABRUECK;GERMANY;52.13444444;7.684722222;48.4632
EDDH;HAM;HAMBURG;HAMBURG;GERMANY;53.63027778;9.988055556;16.1544
EDDI;THF;TEMPELHOF;BERLIN;GERMANY;52.47277778;13.40388889;49.6824
EDDK;CGN;KOLN BONN;COLOGNE;GERMANY;50.86583333;7.1425;92.0496
EDDL;DUS;DUSSELDORF;DUESSELDORF;GERMANY;51.28944444;6.766666667;44.8056
EDDM;MUC;MUNICH;MUNICH;GERMANY;48.35361111;11.78583333;453.2376
EDDN;NUE;NURNBERG;NUERNBERG;GERMANY;49.49861111;11.07805556;318.8208
EDDP;LEJ;LEIPZIG HALLE;LEIPZIG;GERMANY;51.42388889;12.23611111;141.732
EDDR;SCN;SAARBRUCKEN;SAARBRUECKEN;GERMANY;49.21444444;7.109444444;322.1736
EDDS;STR;STUTTGART;STUTTGART;GERMANY;48.68972222;9.221944444;388.9248
EDDT;TXL;TEGEL;BERLIN;GERMANY;52.55944444;13.2875;37.1856
EDDV;HAJ;HANNOVER;HANNOVER;GERMANY;52.46083333;9.685;55.7784
EDDW;BRE;BREMEN;BREMEN;GERMANY;53.0475;8.786666667;4.2672
EDDZ;N/A;;FRANKFURT;GERMANY;0;0;0
EDEH;N/A;;HERRENTEICH;GERMANY;0;0;0
EDEL;N/A;;LANGENLONSHEIM;GERMANY;0;0;0
EDEM;N/A;;MOSENBERG;GERMANY;0;0;0
EDEN;N/A;;NIEDERSTETEN;GERMANY;0;0;0
EDEW;N/A;;WALLDUERN;GERMANY;0;0;0
EDFA;N/A;;ANSPACH;GERMANY;0;0;0
EDFB;N/A;;REICHELSHEIM;GERMANY;0;0;0
